AIRPORTIATACODE,ID,AIRPORTICAOCODE,TERMINALCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
QAJ,6791,,,Ajman City,SHJ,Sharjah,AE,,United Arab Emirates,ARE,MIDE,,Middle East,AS,Asia,1,25.38333333,55.43333333,
QAK,6792,SBBQ,,Barbacena,QAK,Barbacena,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-21.397222,-43.883333,
QAL,6793,,,Alessandria,QAL,Alessandria,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,44.9,8.616666667,
QAM,6794,,,Amiens,QAM,Amiens,FR,FRUPP,France,FRA,WEUR,Hauts-de-France,Western Europe,EU,Europe,1,49.9,2.3,
QAN,6795,,,Nedroma,QAN,Nedroma,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,35.01666667,-1.75,
QAO,6796,,,Agrigento Bus Stop,QAO,Agrigento,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,37.31194444,13.58694444,
QAP,6797,,,Apapa,QAP,Apapa,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,6.45,3.366666667,
QAQ,6798,LIAP,,Preturo,QAQ,L'Aquila,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,42.366667,13.3,
QAR,6799,,,Arnhem - Bus Station,ZYM,Arnhem,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,51.98416667,5.900277778,
QAT,6800,,,Abeokuta,QAT,Abeokuta,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,7.166666667,3.433333333,
QAU,6801,,,Bebedouro,QAU,Bebedouro,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-20.9,-48.51666667,
QAV,6802,,,Benjamin Constant,QAV,Benjamin Constant,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-4.383333333,-69.98333333,
QAX,6803,,,Aba,QAX,Aba,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,5.1,7.35,
QAY,6804,,,Alba Iulia,QAY,Alba Iulia,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,46.06666667,23.55,
QAZ,6805,,,Zakopane - Railway Station,QAZ,Zakopane,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,49.28333333,19.9,
QBA,6806,,,Budva,QBA,Budva,ME,,Montenegro,MNE,SEUR,,Southern Europe,EU,Europe,1,42.28333333,18.83333333,
QBB,6807,,,Cologne - Bonn Thomastrasse Bus Station,CGN,Cologne,DE,DENOR,Germany,DEU,WEUR,North Rhine Westphalia,Western Europe,EU,Europe,1,50.735,7.089166667,
QBC,6808,CYBD,,Bella Coola Airport,QBC,Bella Coola,CA,CA_BC,Canada,CAN,NAME,British Columbia,North America,AM,America,1,52.333333,-126.666667,
QBD,6809,,,Barra do Pirai,QBD,Barra do Pirai,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.5,-43.25,
QBE,6810,,,Bega,MIM,Merimbula,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-36.66666667,149.8333333,
QBF,6811,,,Vail Eagle - Vail Bus Stat,EGE,Vail,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,39.63333333,-106.3666667,
QBG,6812,,,Pancevo,BEG,Belgrade,RS,,Serbia,SRB,SEUR,,Southern Europe,EU,Europe,1,44.86666667,20.66666667,
QBH,6813,,,Levallois,DLP,Disneyland Paris,FR,FRILE,France,FRA,WEUR,Ile de France,Western Europe,EU,Europe,1,48.9,2.283333333,
QBI,6814,,,Bitola,OHD,Ohrid,MK,,Macedonia,MKD,SEUR,,Southern Europe,EU,Europe,1,41.01666667,21.33333333,
QBJ,6815,,,Bordj -Arreri -,QBJ,Bordj-Bou-Arreri,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.03333333,4.816666667,
QBK,6816,,,Betim,QBK,Betim,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-19.93333333,-44.16666667,
QBL,6817,,,Bani Walid,QBL,Bani Walid,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,31.71666667,14.01666667,
QBM,6818,,,Bourg St Maurice,CVF,Courchevel,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.61666667,6.766666667,
QBN,6819,,,Barra Mansa,QBN,Barra Mansa,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.58333333,-44.2,
QBO,6820,,,Bochum - Hbf Railway Station,QBO,Bochum,DE,DENOR,Germany,DEU,WEUR,North Rhine Westphalia,Western Europe,EU,Europe,1,51.47916667,7.222777778,
QBP,6821,,,Ain Beida,QBP,Ain Beida,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,35.73333333,7.366666667,
QBQ,6822,,,Besancon,QBQ,Besancon,FR,FRFRA,France,FRA,WEUR,Franche Comte,Western Europe,EU,Europe,1,47.25,6.033333333,
QBR,6823,,,Bandar Khomeini,MRX,Bandar Mahshahr,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,30.41666667,49.03333333,
QBT,6824,,,Bettioua,QBT,Bethioua,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,35.75,-0.083333333,
QBV,6825,,,Benevento,QBV,Benevento,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,41.13333333,14.75,
QBW,6826,,,Batemans Bay,MYA,Moruya,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-35.71666667,150.1833333,
QBX,6827,SNOB,,Sobral,QBX,Sobral,BR,BR_CE,Brazil,BRA,SAME,Ceara,South America,AM,America,1,-3.781521,-40.366667,
QBY,6828,,,Bistrita Nasaud,QBY,Bistrita Nasaud,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,47.25,24.5,
QBZ,6829,,,Bouira,QBZ,Bouira,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.36666667,3.916666667,
QCA,6830,,,Makkah - Bus Station,QCA,Makkah,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,21.43333333,39.81666667,
QCB,6831,,,Chiba,QCB,Chiba,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,35.63333333,140.1166667,
QCC,6832,,,Camacari,SSA,Salvador,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-12.68333333,-38.3,
QCD,6833,,,Campo Bom,GCV,Gravatai,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.68333333,-51.05,
QCE,6834,,,Copper Mountain Bus Station,QCE,Copper Mountain,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,39.77222222,-104.8833333,
QCF,6835,,,Birigui,ARU,Aracatuba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.3,-50.26666667,
QCG,6836,,,Cataguases,LEP,Leopoldina,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-21.38333333,-42.65,
QCH,6837,,,Colatina,QCH,Colatina,BR,BR_ES,Brazil,BRA,SAME,Espirito Santo,South America,AM,America,1,-19.53333333,-40.65,
QCI,6838,,,Playa De Los Cristianos,QCI,Los Cristianos,ES,ESCAN,Spain,ESP,SEUR,Canary Islands,Southern Europe,EU,Europe,1,28.05,-16.71666667,
QCJ,6839,SDBK,,Botucatu,QCJ,Botucatu,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-22.966667,-48.475,
QCL,6840,,,Caltanissetta,QCL,Caltanissetta,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,37.48333333,14.06666667,
QCM,6841,,,Como,QCM,Como,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.78333333,9.083333333,
QCN,6842,SSCN,,Canela,QCN,Canela,BR,BR_TO,Brazil,BRA,SAME,Tocantins,South America,AM,America,1,-29.497222,-50.922222,
QCO,6843,,,Colon,QCO,Colon,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.71666667,-80.9,
QCP,6844,SNKN,,Currais Novos,QCP,Currais Novos,BR,BR_RN,Brazil,BRA,SAME,Rio Grande do Norte,South America,AM,America,1,-6.408333,-36.602778,
QCQ,6845,,,Caraguatatuba,QCQ,Caraguatatuba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.61666667,-45.41666667,
QCR,6846,SSKU,,Curitibanos,QCR,Curitibanos,BR,BR_SC,Brazil,BRA,SAME,Santa Catarina,South America,AM,America,1,-27.425,-50.713889,
QCS,6847,,,Cosenza,QCS,Cosenza,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,39.3,16.25,
QCT,6848,,,Bacita,QCT,Bacita,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,9.083333333,5,
QCU,6849,,,Akunnaag Heliport,QCU,Akunnaaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,68.744284,-52.340356,
QCV,6850,,,Guarulhos,ZFU,Aruja,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.63333333,-46.53333333,
QCW,6851,,,Wilton - Wilton,QCW,Wilton,US,US_CT,U.S.A.,USA,NAME,Connecticut,North America,AM,America,1,41.2,-73.43333333,
QCX,6852,,,Sao Caetano do Sul,ZFU,Aruja,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.61666667,-46.56666667,
QCY,6853,,,Royal Air Force Station Coningsby,QCY,Coningsby,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,53.11666667,-0.166666667,
QCZ,6854,,,Catanzaro,SUF,Lamezia-Terme,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,38.9,16.58333333,
QDA,6855,,,Douai Railway Station,QDA,Douai,FR,FRUPP,France,FRA,WEUR,Hauts-de-France,Western Europe,EU,Europe,1,50.371944,3.089722,
QDB,6856,SSKS,,Cachoeira do Sul,QDB,Cachoeira Do Sul,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-30.022222,-53.002778,
QDC,6857,SDDR,,Dracena,QDC,Dracena,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.561111,-51.666667,
QDD,6858,,,Botosani,SCV,Suceava,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,47.73333333,26.68333333,
QDE,6859,,,Catanduva,QDE,Catanduva,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.08333333,-49,
QDF,6860,SNKF,,Conselheiro Lafaiete,QDF,Conselheiro Lafaiete,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-20.786111,-43.930556,
QDG,6861,,,Ostro Wielkopolski,QDG,Ostro Wielkopolski,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,51.7,17.85,
QDH,6862,,,Ashford - International Rail,QDH,Ashford,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.14333333,0.874722222,
QDI,6863,,,Hohenems-Dornbirn Bus Station,HOH,Hohenems,AT,,Austria,AUT,WEUR,,Western Europe,EU,Europe,1,47.41666667,9.733055556,
QDJ,6864,,,Djelfa,QDJ,Djelfa,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,34.71666667,3.233333333,
QDK,6865,,,Chattanooga Greyhound Bus Station,CHA,Chattanooga,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,35.16666667,-85.21666667,
QDL,6866,,,Lugano Railway Station,LUG,Lugano,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,46.00527778,8.946666667,
QDM,6867,,,Shek Mum - Shek Mum,QDM,Shek Mum,HK,,Hong Kong,HKG,NEAS,,North East Asia,AS,Asia,1,22.4,114.25,
QDN,6868,,,Eden,QDN,Eden,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-37.06666667,149.9,
QDO,6869,,,Icoaraci,BEL,Belem,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-1.3,-48.46666667,
QDP,6870,SSDP,,Dom Pedrito,QDP,Dom Pedrito,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-31.1,-54.811111,
QDQ,6871,,,Duque de Caxias,QDQ,Duque de Caxias,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.75,-43.31666667,
QDR,6872,,,Daraa,QDR,Daraa,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,32.61666667,36.1,
QDS,6873,,,Itajuba,QDS,Itajuba,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-22.4,-45.41666667,
QDT,6874,,,Sedrata,QDT,Sedrata,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.1,7.516666667,
QDU,6875,,,Duesseldorf - Hbf Railway Sta,DUS,Dusseldorf,DE,DENOR,Germany,DEU,WEUR,North Rhine Westphalia,Western Europe,EU,Europe,1,51.22027778,6.793055556,
QDV,6876,SDJD,,Jundiai Airport,QDV,Jundiai,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.181379,-46.943767,
QDW,6877,,,Diadema,QDW,Diadema,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.7,-46.61666667,
QDX,6878,,,Damietta,QDX,Damietta,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.43333333,31.8,
QDY,6879,,,Andong,YEC,Yecheon,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,36.6,128.7333333,
QDZ,6880,,,Saida,QDZ,Saida,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,34.83333333,0.166666667,
QEA,6881,,,Teramo,QEA,Teramo,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,42.65,13.7,
QEB,6882,,,Maebashi,QEB,Maebashi,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,36.38333333,139.0666667,
QEC,6883,,,El Merj,QEC,El Merj,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,32.5,20.83333333,
QED,6884,,,Medea,QED,Medea,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.25,2.8,
QEE,6885,,,Ebeye,KWA,Kwajalein,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,8.75,167.8166667,
QEF,6886,,,Egelsbach,QEF,Egelsbach,DE,DEHES,Germany,DEU,WEUR,Hesse,Western Europe,EU,Europe,1,49.96666667,8.663611111,
QEH,6887,,,El Hadjar,AAE,Annaba,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.8,7.75,
QEI,6888,,,Crailsheim,QEI,Crailsheim,DE,DEBAD,Germany,DEU,WEUR,Baden Wurttemberg,Western Europe,EU,Europe,1,49.15,10.1,
QEK,6889,,,El Mahalla el Kubra,QEK,El Mahalla el Kubra,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,30.96666667,31.16666667,
QEL,6890,,,Wellington,DGE,Mudgee,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-32.55,148.95,
QEM,6891,,,El -,PSD,Port Said,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,30.95,31.08333333,
QEO,6892,,,Bielsko -,QEO,Bielsko-Baila,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,49.83333333,19,
QEP,6893,,,Tarnobrzeg,QEP,Tarnobrzeg,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,50.58333333,21.66666667,
QEQ,6894,,,Embrach Rorbas - Rail Stc,QEQ,Embrach Rorbas,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,47.5,8.6,
QER,6895,,,Shihr,RIY,Riyan,YE,,Yemen,YEM,MIDE,,Middle East,AS,Asia,1,14.75,49.21666667,
QET,6896,,,Daedeok Airport,QET,Daedeok,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,36.426663,127.363366,
QEV,6897,,,Courbevoie,DLP,Disneyland Paris,FR,FRILE,France,FRA,WEUR,Ile de France,Western Europe,EU,Europe,1,48.9,2.266666667,
QEW,6898,,,Leicester - Railway Station,OKH,Oakham,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.63111111,-1.124722222,
QEX,6899,,,Emmerich,LRC,Laarbruch,DE,DENOR,Germany,DEU,WEUR,North Rhine Westphalia,Western Europe,EU,Europe,1,51.81666667,6.266666667,
QEY,6900,,,Qeqertarsuatsiaat,QEY,Qeqertars,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,66,-53,
QEZ,6901,,,Pomezia,QEZ,Pomezia,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,41.66666667,12.5,
QFA,6902,,,Aalsmeer,AMS,Amsterdam,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,52.26666667,4.75,
QFB,6903,,,Freiburg Rail Station,QFB,Freiburg,DE,DEBAD,Germany,DEU,WEUR,Baden Wurttemberg,Western Europe,EU,Europe,1,47.99777778,7.842222222,
QFC,6904,,,Creteil,DLP,Disneyland Paris,FR,FRILE,France,FRA,WEUR,Ile de France,Western Europe,EU,Europe,1,48.78333333,2.466666667,
QFD,6905,,,Boufarik,ALG,Algiers,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.6,2.9,
QFG,6906,BGET,,Eqalugaarsuit Heliport,QFG,Eqalugaarsuit,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,60.619732,-45.914074,
QFH,6907,,,Frederikshavn Bus Station,QFH,Frederikshavn,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,57.43333333,10.53333333,
QFI,6908,BGIG,,Iginniarfik Heliport,QFI,Iginniarfik,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,68.145864,-53.169259,
QFK,6909,,,Selje Harbour,QFK,Selje,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,62.05,5.366667,
QFL,6910,,,Freilassing,SCN,Saarbruecken,DE,DESAA,Germany,DEU,WEUR,Saarland,Western Europe,EU,Europe,1,47.83333333,12.98333333,
QFM,6911,,,Meet Ghamr - Meet Ghamr,QFM,Meet Ghamr,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,30.71666667,31.25,
QFN,6912,BGFD,,Narsaq Kujalleq Heliport,QFN,Narsaq Kujalleq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,60.004684,-44.656972,
QFO,6913,,,Duxford,CBG,Cambridge,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.09083333,0.131944444,
QFQ,6914,,,Maloy Harbour,QFQ,Maloy,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,61.95,5.1,
QFR,6915,,,Frosinone,QFR,Frosinone,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,41.63333333,13.31666667,
QFS,6916,,,Sao Francisco do Sul,QFS,Sao Francisco do Sul,BR,BR_SC,Brazil,BRA,SAME,Santa Catarina,South America,AM,America,1,-26.3,-48.61666667,
QFT,6917,BGQK,,Qassiarsuk Heliport,QFT,Qassiarsuk,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,61.152501,-45.519467,
QFU,6918,,,Corralejo,FUE,Fuerteventura,ES,ESCAN,Spain,ESP,SEUR,Canary Islands,Southern Europe,EU,Europe,1,28.71666667,-13.88333333,
QFV,6919,,,Bergen Rail Station,BGO,Bergen,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,60.390237,5.336347,
QFW,6920,,,Fort Washington,KPD,King of Prussia,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.15,-75.21666667,
QFX,6921,BGIO,,Igaliku Heliport,QFX,Igaliku,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,60.990563,-45.421484,
QFY,6922,,,Fukuyama,QFY,Fukuyama,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.48333333,133.35,
QFZ,6923,,,Saarbruecken - Hbf Railway St,SCN,Saarbruecken,DE,DESAA,Germany,DEU,WEUR,Saarland,Western Europe,EU,Europe,1,49.24083333,6.990833333,
QGA,6924,,,Guaira,GGJ,Guaira,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-24.197222,-54.230556,
QGB,6925,,,Limeira,RWS,Sumare,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-22.56666667,-47.41666667,
QGC,6926,SDLP,,Lencois Paulista,QGC,Lencois Paulista,BR,BR_ES,Brazil,BRA,SAME,Espirito Santo,South America,AM,America,1,-22.672222,-48.852778,
QGE,6927,,,Guelma,QGE,Guelma,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.46666667,7.433333333,
QGF,6928,SSNG,,Montenegro,QGF,Montenegro,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.744444,-51.544444,
QGG,6929,,,Agedabia,QGG,Agedabia,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,30.71666667,20.2,
QGH,6930,,,Gherian,QGH,Gherian,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,32.2,13.03333333,
QGI,6931,,,Ilha do Governador,QGI,Ilha do Governador,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.8,-43.2,
QGJ,6932,,,Nova Friburgo,QGJ,Nova Friburgo,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.26666667,-42.56666667,
QGK,6933,,,Palmares,QGK,Palmares,BR,BR_PE,Brazil,BRA,SAME,Pernambuco,South America,AM,America,1,-8.683333333,-35.6,
QGL,6934,,,St Gallen - St Gallen,QGL,St Gallen,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,47.46666667,9.4,
QGM,6935,,,Chelghoum el Aaid,QGM,Chelghoum Laid,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.16666667,6.166666667,
QGN,6936,,,Tarragona - Camp Rail Stc,QGN,Tarragona,ES,ESCAT,Spain,ESP,SEUR,Catalonia,Southern Europe,EU,Europe,1,41.19194444,1.272777778,
QGO,6937,,,Gorizia,TRS,Trieste,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.945,13.59777778,
QGP,6938,SNGN,,Garanhuns,QGP,Garanhuns,BR,BR_PE,Brazil,BRA,SAME,Pernambuco,South America,AM,America,1,-8.911111,-36.65,
QGQ,6939,,,Attu Heliport,QGQ,Attu,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,67.940556,-53.622778,
QGR,6940,,,Kangerluk,QGR,Kangerluk,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,66,-52,
QGS,6941,,,Alagoinhas,QGS,Alagoinhas,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-12.11666667,-38.43333333,
QGT,6942,,,Moriguchi,UKY,Kyoto,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.73333333,135.5666667,
QGU,6943,RJNG,,Gifu Airport,QGU,Gifu,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,35.394551,136.870452,
QGV,6944,,,Neu Isenburg,FRA,Frankfurt,DE,DEHES,Germany,DEU,WEUR,Hesse,Western Europe,EU,Europe,1,50.05,8.683333,
QGX,6945,,,Girga,QGX,Girga,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.425,31.75,
QGY,6946,,,Gyor Bus Station,QGY,Gyor,HU,,Hungary,HUN,EEUR,,Central/Eastern Europe,EU,Europe,1,47.68333333,17.63333333,
QGZ,6947,,,Yokkaichi,NGO,Nagoya,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.96666667,136.6333333,
QHA,6948,,,Hasselt,LGG,Liege,BE,,Belgium,BEL,WEUR,,Western Europe,EU,Europe,1,50.96666667,5.383333333,
QHB,6949,SDPW,,Piracicaba,QHB,Piracicaba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-22.805556,-47.644444,
QHC,6950,,,Rolandia,LDB,Londrina,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-23.3,-51.38333333,
QHD,6951,,,Heidelberg Rail Station,HDB,Heidelberg,DE,DEBAD,Germany,DEU,WEUR,Baden Wurttemberg,Western Europe,EU,Europe,1,49.40388889,8.675833333,
QHE,6952,,,Sao Bento do Sul,QHE,Sao Bento do Sul,BR,BR_SC,Brazil,BRA,SAME,Santa Catarina,South America,AM,America,1,-26.25,-49.38333333,
QHF,6953,,,Sao Sebastiao do Cai,QHF,Sao Sebastiao do Cai,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.58333333,-51.33333333,
QHG,6954,,,Sete Lagoas,QHG,Sete Lagoas,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-19.48333333,-44.25,
QHH,6955,,,El Arrouch,QHH,El Harrouch,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.66666667,6.583333333,
QHI,6956,,,Chon Buri,QHI,Chon Buri,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,13.4,100.9833333,
QHJ,6957,,,Hjorring - Bus Station,QHJ,Hjorring,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,57.46666667,9.983333333,
QHL,6958,,,Castanhal,LCB,Pontes-e-Lacerda,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-1.3,-47.91666667,
QHM,6959,,,Hama,LTK,Latakia,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,35.15,36.73333333,
QHN,6960,SWTY,,Taguatinga,QHN,Taguatinga,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-12.438889,-46.405556,
QHO,6961,,,Oak Brook,LOT,Romeoville,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,41.83333333,-87.95,
QHP,6962,,,Taubate,QHP,Taubate,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23,-45.6,
QHQ,6963,,,Cham,QHQ,Cham,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,49.21666667,12.68333333,
QHS,6964,,,Homs,QHS,Homs,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,34.73333333,36.71666667,
QHT,6965,,,Teresopolis,QHT,Teresopolis,BR,BR_RJ,Brazil,BRA,SAME,Rio de Janeiro,South America,AM,America,1,-22.43333333,-42.98333333,
